DisplayImage,corrAns,ishihara_pics.thisRepN,ishihara_pics.thisTrialN,ishihara_pics.thisN,ishihara_pics.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,demographics.started,demographics.stopped,demographic_form.index,demographic_form.itemText,demographic_form.type,demographic_form.font,demographic_form.markerColor,demographic_form.response,demographic_form.rt,education.started,education.stopped,edu_form.index,edu_form.itemText,edu_form.type,edu_form.font,edu_form.markerColor,edu_form.response,edu_form.rt,Ishihara.started,Ishihara.stopped,ishihara_number.text,no_text_blocks_self_paced.started,no_text_blocks_self_paced.stopped,text_blocks_self_paced.started,colour,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr,block_name,block_kind,word,global_onset_time,question,button_pressed,chosen_ans,ans_correct,block_nr_exp,n-back_level,text_blocks_self_paced.stopped,text_blocks_paced.started,text_blocks_paced.stopped,no_text_blocks_paced.started,no_text_blocks_paced.stopped,pseudotext.started,pseudotext.stopped,curr_0back_target,RT_per_letter_baseline,RT_per_letter_0back,RT_per_rect_1back_single,RT_per_letter_1bck,RT_per_rect_2back_single,RT_per_letter_2bck,participant,testing_mode,date,expName,psychopyVersion,expStart
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1768.86701583862,text_06,57,11,2back_dual_main_click,2,Vorräte,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1284.44004058838,text_06,58,11,2back_dual_main_click,2,und,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2500,text_06,59,11,2back_dual_main_click,2,ein,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,miss,None,97.5010395050049,text_06,60,11,2back_dual_main_click,2,bisschen,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2386.01493835449,text_06,61,11,2back_dual_main_click,2,Gesellschaft.,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1015.92803001404,text_06,62,11,2back_dual_main_click,2,Julia,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,miss,None,2135.9441280365,text_06,63,11,2back_dual_main_click,2,liebt,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,564.970016479492,1082.56602287292,text_06,64,11,2back_dual_main_click,2,die,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1250.12588500977,text_06,65,11,2back_dual_main_click,2,Abgeschiedenheit,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,miss,None,2169.49582099915,text_06,66,11,2back_dual_main_click,2,und,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1066.26892089844,text_06,67,11,2back_dual_main_click,2,den,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,499.382972717285,2150.85792541504,text_06,68,11,2back_dual_main_click,2,fehlenden,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2500,text_06,69,11,2back_dual_main_click,2,Großstadtlärm.,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2518.41688156128,text_06,70,11,2back_dual_main_click,2,Obwohl,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2068.71581077576,text_06,71,11,2back_dual_main_click,2,sie,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1416.9020652771,text_06,72,11,2back_dual_main_click,2,meistens,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1584.29408073425,text_06,73,11,2back_dual_main_click,2,allein,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2500,text_06,74,11,2back_dual_main_click,2,"ist,",,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,230.777978897095,text_06,75,11,2back_dual_main_click,2,fühlt,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2302.77299880981,text_06,76,11,2back_dual_main_click,2,sie,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2500,text_06,77,11,2back_dual_main_click,2,sich,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,1566.55120849609,text_06,78,11,2back_dual_main_click,2,nie,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1752.26879119873,text_06,79,11,2back_dual_main_click,2,einsam.,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1784.67607498169,text_06,80,11,2back_dual_main_click,2,Sie,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1400.14100074768,text_06,81,11,2back_dual_main_click,2,genießt,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1601.16791725159,text_06,82,11,2back_dual_main_click,2,das,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,1567.38901138306,text_06,83,11,2back_dual_main_click,2,einfache,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,miss,None,2500,text_06,84,11,2back_dual_main_click,2,Leben,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1567.76309013367,text_06,85,11,2back_dual_main_click,2,und,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1917.94800758362,text_06,86,11,2back_dual_main_click,2,"plant,",,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2500,text_06,87,11,2back_dual_main_click,2,weiterhin,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,81.5391540527344,text_06,88,11,2back_dual_main_click,2,auf,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2517.6088809967,text_06,89,11,2back_dual_main_click,2,Inseln,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2052.83284187317,text_06,90,11,2back_dual_main_click,2,zu,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,532.171010971069,1851.56607627869,text_06,91,11,2back_dual_main_click,2,leben.,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_06,,,2back_dual_main_click,,,1232.97165894508,Q1,NA,NA,False,12,2,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_06,,,2back_dual_main_click,,,1243.0138130188,Q2,NA,NA,False,12,2,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_06,,,2back_dual_main_click,,,1253.04876208305,Q3,1,a,False,12,2,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,312.70778687854,Reading_Baseline_training_no_click,1,12,Reading_Baseline_training_no_click,None,In,,,None,,,,,1254.23644709587,1254.23646712303,,,,,,,62.541557375708,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,350.822983045969,Reading_Baseline_training_no_click,2,12,Reading_Baseline_training_no_click,None,einem,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,394.173487208769,Reading_Baseline_training_no_click,3,12,Reading_Baseline_training_no_click,None,Augenblick,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,318.875152988226,Reading_Baseline_training_no_click,4,12,Reading_Baseline_training_no_click,None,der,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,362.225657151026,Reading_Baseline_training_no_click,5,12,Reading_Baseline_training_no_click,None,Stille,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,350.822983045969,Reading_Baseline_training_no_click,6,12,Reading_Baseline_training_no_click,None,hörte,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,318.875152988226,Reading_Baseline_training_no_click,7,12,Reading_Baseline_training_no_click,None,man,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,318.875152988226,Reading_Baseline_training_no_click,8,12,Reading_Baseline_training_no_click,None,die,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,362.225657151026,Reading_Baseline_training_no_click,9,12,Reading_Baseline_training_no_click,None,Wellen,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,387.584076473621,Reading_Baseline_training_no_click,10,12,Reading_Baseline_training_no_click,None,"rauschen,",,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,318.875152988226,Reading_Baseline_training_no_click,11,12,Reading_Baseline_training_no_click,None,das,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,350.822983045969,Reading_Baseline_training_no_click,12,12,Reading_Baseline_training_no_click,None,Radio,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,318.875152988226,Reading_Baseline_training_no_click,13,12,Reading_Baseline_training_no_click,None,aus,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,318.875152988226,Reading_Baseline_training_no_click,14,12,Reading_Baseline_training_no_click,None,dem,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,350.822983045969,Reading_Baseline_training_no_click,15,12,Reading_Baseline_training_no_click,None,Salon,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,410.582156908298,Reading_Baseline_training_no_click,16,12,Reading_Baseline_training_no_click,None,herüberjazzen,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,318.875152988226,Reading_Baseline_training_no_click,17,12,Reading_Baseline_training_no_click,None,und,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,318.875152988226,Reading_Baseline_training_no_click,18,12,Reading_Baseline_training_no_click,None,man,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,371.866480737947,Reading_Baseline_training_no_click,19,12,Reading_Baseline_training_no_click,None,vernahm,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,318.875152988226,Reading_Baseline_training_no_click,20,12,Reading_Baseline_training_no_click,None,auf,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,362.225657151026,Reading_Baseline_training_no_click,21,12,Reading_Baseline_training_no_click,None,einmal,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,350.822983045969,Reading_Baseline_training_no_click,22,12,Reading_Baseline_training_no_click,None,jeden,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,371.866480737947,Reading_Baseline_training_no_click,23,12,Reading_Baseline_training_no_click,None,Schritt,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,318.875152988226,Reading_Baseline_training_no_click,24,12,Reading_Baseline_training_no_click,None,vom,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,419.531906531363,Reading_Baseline_training_no_click,25,12,Reading_Baseline_training_no_click,None,Promenadendeck.,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,362.225657151026,Reading_Baseline_training_no_click,26,12,Reading_Baseline_training_no_click,None,Keiner,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,318.875152988226,Reading_Baseline_training_no_click,27,12,Reading_Baseline_training_no_click,None,von,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,318.875152988226,Reading_Baseline_training_no_click,28,12,Reading_Baseline_training_no_click,None,uns,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,371.866480737947,Reading_Baseline_training_no_click,29,12,Reading_Baseline_training_no_click,None,"atmete,",,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,312.70778687854,Reading_Baseline_training_no_click,30,12,Reading_Baseline_training_no_click,None,es,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,318.875152988226,Reading_Baseline_training_no_click,31,12,Reading_Baseline_training_no_click,None,war,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,312.70778687854,Reading_Baseline_training_no_click,32,12,Reading_Baseline_training_no_click,None,zu,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,387.584076473621,Reading_Baseline_training_no_click,33,12,Reading_Baseline_training_no_click,None,plötzlich,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,380.217741991232,Reading_Baseline_training_no_click,34,12,Reading_Baseline_training_no_click,None,gekommen,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,318.875152988226,Reading_Baseline_training_no_click,35,12,Reading_Baseline_training_no_click,None,und,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,318.875152988226,Reading_Baseline_training_no_click,36,12,Reading_Baseline_training_no_click,None,wir,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,336.867237828432,Reading_Baseline_training_no_click,37,12,Reading_Baseline_training_no_click,None,alle,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,336.867237828432,Reading_Baseline_training_no_click,38,12,Reading_Baseline_training_no_click,None,noch,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
